CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,type,Expenses,Is_Child,side,GroupSize,Siblings,AgeToTransported,CryoSleepInGroup,CryoSleepInFamily,DestinationToTransported,AgeClassToExpenses,MovementToCryoSleep,H_Earth,H_Europa,H_Mars,D_55 Cancri e,D_PSO J318.5-22,D_TRAPPIST-1e,d_A,d_B,d_C,d_D,d_E,d_F,d_G,d_T,A_0,A_1-4,A_13-17,A_18-42,A_43+,A_5-12,M_Earth -> 55 Cancri e,M_Earth -> PSO J318.5-22,M_Earth -> TRAPPIST-1e,M_Europa -> 55 Cancri e,M_Europa -> PSO J318.5-22,M_Europa -> TRAPPIST-1e,M_Mars -> 55 Cancri e,M_Mars -> PSO J318.5-22,M_Mars -> TRAPPIST-1e,Transported
1.0,0.620253164556962,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.7142857142857142,0.2857142857142857,0.0438844444363764,0.6666667,0.6121428685300703,0.9999999999999996,1.0,0.2579608509802784,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.3670886075949367,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.7142857142857142,0.1428571428571428,0.0,0.6666667,0.48780076476523,0.9999999999999996,0.8404716665560492,0.2579608509802784,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1265822784810126,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,1.0,0.7142857142857142,0.0,0.4388689741515239,0.6666667,0.0726138664371003,0.0,0.0,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0126582278481012,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,1.0,0.7142857142857142,0.2857142857142857,0.7991874380753481,0.6666667,0.6121428685300703,0.2290948774844143,0.0,0.8582019427570491,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0886075949367088,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,1.0,0.7142857142857142,0.1428571428571428,0.4388689741515239,0.6666667,0.48780076476523,0.0,0.0,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2658227848101265,0.0,0.0684023173029943,6.708482876597457e-05,0.0029371701004597,0.0,0.0,0,0.0292049906910828,0,0.0,0.0,0.0,0.0,0.0,0.0726138664371003,0.0,0.8404716665560492,0.5038509108035845,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.7848101265822784,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0438844444363764,1.0,0.0726138664371003,0.0,1.0,0.5253269081393737,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.1898734177215189,0.0,0.0,0.0075470432361721,0.0,0.0445376651196001,0.0,0,0.0339844944007558,0,1.0,0.0,0.0,0.2549001080710793,0.0,0.0726138664371003,0.0,0.4285947999775784,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.430379746835443,0.0,0.0015355622251692,0.2037030825478818,0.0,0.0641735094609068,0.0135913479467948,0,0.2184399922194125,0,0.0,0.0,0.0,0.0,0.0,0.0726138664371003,0.9999999999999996,0.8404716665560492,0.883850436558208,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5443037974683544,0.0,0.078523068332519,0.0,0.0057892048356887,0.0021420921099607,0.0,0,0.0363742462555922,0,0.0,0.0,0.0,0.0438844444363764,0.0,0.0726138664371003,0.0,1.0,0.5038509108035845,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.4050632911392405,0.0,0.0,0.0285110522255391,0.003447982291844,0.0195019635844341,0.0187709774996892,0,0.0506016061355489,0,1.0,0.0,0.0,0.0,0.0,0.0726138664371003,0.0,0.8404716665560492,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5949367088607594,0.0,0.0149368325539191,0.0,0.0600630001702707,0.0,0.0509261177640575,0,0.0793064162058521,0,0.0,0.2857142857142857,0.2857142857142857,0.0438844444363764,0.0,0.6121428685300703,0.0,1.0,0.5038509108035845,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0253164556962025,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0.2857142857142857,0.2857142857142857,0.7991874380753481,0.0,0.6121428685300703,0.0,0.0,0.5038509108035845,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.2531645569620253,0.0,0.0448896626080328,0.0,0.0744934445768772,0.04418064976794,0.0,0,0.0940098979127264,0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.6121428685300703,0.0,0.8404716665560492,0.5038509108035845,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.3544303797468354,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0726138664371003,0.9999999999999996,0.8404716665560492,0.883850436558208,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.2911392405063291,0.0,0.0547218538423954,0.0323348874651997,0.0,0.0424401999285969,0.0,0,0.0749993053046933,0,0.0,0.0,0.0,0.0,0.0,0.0726138664371003,0.9999999999999996,0.8404716665560492,0.5846983387158904,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.1898734177215189,0.0,0.0,0.0165028678764297,0.0020432487655372,0.0008925383791503,0.0166162516056851,0,0.0267040875871842,0,1.0,0.0,0.0,0.2549001080710793,0.0,0.0726138664371003,0.9999999999999996,0.4285947999775784,0.2579608509802784,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2531645569620253,0.0,0.0386682487610804,0.0065407708046825,0.0,0.1162977508032845,0.0,0,0.0932281101508878,0,1.0,0.0,0.0,0.0,0.0,0.0726138664371003,0.9999999999999996,0.8404716665560492,0.2579608509802784,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.3797468354430379,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0726138664371003,0.9999999999999996,0.8404716665560492,0.2579608509802784,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.2151898734177215,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0726138664371003,0.0,0.8404716665560492,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.569620253164557,0.0,0.0,0.0055009559588099,0.0019155457176911,0.1120581935023206,0.0354286661417975,0,0.0993414288493066,0,0.0,0.0,0.0,0.0438844444363764,0.0,0.0726138664371003,0.0,1.0,0.5253269081393737,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.6962025316455696,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.2857142857142857,0.2857142857142857,0.0438844444363764,1.0,0.6121428685300703,0.0,1.0,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.050632911392405,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0.2857142857142857,0.2857142857142857,0.4388689741515239,1.0,0.6121428685300703,0.9999999999999996,0.0,0.2579608509802784,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.2658227848101265,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.2857142857142857,0.2857142857142857,0.0,1.0,0.6121428685300703,0.2290948774844143,0.8404716665560492,0.8582019427570491,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.2658227848101265,0.0,0.0677043344733719,0.0,0.0076621828707645,0.0,0.0026519703310819,0,0.0337344040903659,0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.5,0.48780076476523,0.0,0.8404716665560492,0.5038509108035845,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.240506329113924,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.5,0.48780076476523,0.0,0.8404716665560492,0.5038509108035845,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.4430379746835443,0.0,0.0551406435401689,0.0,0.0,0.0367586229802914,0.0,0,0.0448408376286539,0,1.0,0.0,0.0,0.0,0.0,0.0726138664371003,0.9999999999999996,0.8404716665560492,0.2579608509802784,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.7088607594936709,0.0,0.0,0.0037567504108945,0.0,0.0615405212424134,0.0052625036257406,0,0.0449606802456442,0,1.0,0.0,0.0,0.0438844444363764,0.0,0.0726138664371003,0.0,1.0,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2531645569620253,0.0,0.0002791931318489,0.0,8.513536523071684e-05,0.2089878614780435,0.0,0,0.1302970517131186,0,1.0,0.0,0.0,0.0,0.0,0.0726138664371003,0.0,0.8404716665560492,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3164556962025316,0.0,0.0,0.0,0.0824961689085646,0.0,4.1437036423155016e-05,0,0.0538805679828827,0,1.0,0.0,0.0,0.0,0.0,0.0726138664371003,0.0,0.8404716665560492,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0253164556962025,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,1.0,0.2857142857142857,0.2857142857142857,0.7991874380753481,0.33333334,0.6121428685300703,0.0,0.0,0.5253269081393737,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.4810126582278481,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.2857142857142857,0.2857142857142857,0.0,0.33333334,0.6121428685300703,0.0,0.8404716665560492,0.5253269081393737,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.3417721518987341,0.0,0.0194737209464647,0.0202931607017073,0.1436233611442193,0.0127632988218493,0.0001243111092694,0,0.1263511823714119,0,1.0,0.2857142857142857,0.2857142857142857,0.0,0.33333334,0.6121428685300703,0.0,0.8404716665560492,0.5253269081393737,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.4556962025316455,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0726138664371003,0.2290948774844143,0.8404716665560492,0.8582019427570491,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
